 EMILI Output File
 ------------------------------------
 Input Line List: zone-0-emi.in
 Input Matched List: zone-0-emi.match
 Results List: zone-0-emi.out
 Short Results List: zone-0-emi.dat
 Abundance Table: abun.dat
 Electron Temp:  10000.
 Electron Density:    100.
 Inst. Resolution:    100.

 ICF Values: Bin/%
 ix 1:    9.99999978E-03
 ix 2:   0.987000048    
 ix 3:    1.00000005E-03
 ix 4:    1.00000005E-03
 ix 5:    1.00000005E-03

 Elements Depeleted:                                                                           Ionization States    Amount
 Fe                         I     - XXVII       50.00
 Ni                         I     - XXIX        50.00
 Si                         I     - XV          50.00
 Ca                         I     - XXI         50.00

 Velocity Structure: Bin/Vel(km/s)
 irvcor 1:    165.700958    
 irvcor 2:    170.145630    
 irvcor 3:    164.595108    
 irvcor 4:    161.649811    
 irvcor 5:    161.649811    

   8522.72 |    8523.149  Fe II     1746056300      7  5.2E-05 -14.9 5/0 6C
   8522.57 |    8523.043$ Fe I      1745648882      7  5.4E-07 -16.8 0/0 7 
   8522.72 |    8523.320  Al II      873647160    262  4.9E-06 -21.0 1/0 7 
   8522.57 |    8523.240 [Cr II]    1611733025     38  3.4E-04 -23.7 2/0 8 
   8522.72 |    8523.500  Al II      873647161    262  4.9E-06 -27.3 3/0 9 
   8522.72 |    8523.656  Fe II]    1745980480     23  7.3E-06 -32.8 4/0 9 
   8522.72 |    8524.140  V  II]    1544630326     22  3.9E-07 -49.8 1/0 9 
   8522.72 |    8524.192* Na I       738284549      7  3.7E-06 -51.7 0/0 7 
   8522.72 | >  8524.286  Fe II     1746083959      7  2.9E-05 -55.0 7/1 0< 8477.106 -60.4

Observed Line:  8534.09  5.9E-04  S/N:     5.47 FWHM:  42.6
+  8529.38 |    8529.570 [Ti II]    1477467141     38  2.8E-05  -6.7 4/0 6A
   8529.25 |    8530.280 [Cr II]    1611697160     38  1.1E-03 -36.2 5/0 7B
   8529.41 |    8530.930  He I       134385680      6  1.0E-04 -53.4 0/0 7B
   8529.41 | >  8532.109* He I       134383630      6  1.0E-04 -94.9 0/0 0<

Observed Line:  8549.90  7.3E-03  S/N:    21.11 FWHM:  35.1
   8545.05 |    8545.382  H  I        67354636      7  1.0E+00 -11.5 0/0 3A
   8545.21 | >  8548.200 [Cl III]   1142951939     53  1.7E-03-104.8 3/0 0<

Observed Line:  8554.94  2.9E-03  S/N:    14.14 FWHM:  31.4
   8550.09 |    8549.247  Fe I      1745533145      7  5.6E-07  29.6 6/1 8  8658.452  37.6
   8550.25 |    8549.440  Cr II     1612293556      6  1.0E-06  28.4 5/0 9 
   8550.09 |    8549.510  Cr I      1610891378      6  6.3E-07  20.4 4/0 8 
   8550.25 |    8549.750$ S  II     1074974822      6  2.6E-05  17.5 0/0 5B
   8550.22 |    8549.720 [Ti II]    1477469190     54  2.8E-05  17.5 4/0 7 
+  8550.25 |    8550.000  Mn II]    1678959747     22  1.1E-07   8.8 4/0 7 
+  8550.09 |    8550.341$ Si I       939650074      7  5.0E-07  -8.8 0/0 4A
   8550.09 |    8550.441  Cl I      1140874246      7  1.7E-07 -12.3 0/0 6C
   8550.22 |    8550.570  Ti I      1476474899      6  7.7E-07 -12.4 4/0 7 
   8550.25 |    8551.010  Fe II     1746069615      6  3.8E-05 -26.7 3/1 7  8611.590 -17.2
   8550.25 |    8551.050  C  II]     403825713     22  6.0E-08 -28.1 4/1 9  8561.270 -26.8
   8550.25 |    8551.140  Cr II]    1612034287     22  6.1E-08 -31.2 4/0 * 
   8550.33 |    8551.400$ O  III     539147421      5  5.6E-06 -37.4 0/0 6C
   8550.25 |    8551.530  Cr II     1611797608      6  3.7E-05 -44.9 7/0 8 
   8550.25 |    8551.550  C  II]     403825714     22  6.0E-08 -45.6 4/0 * 
   8550.25 | >  8552.090$ S  II     1074972773      6  2.6E-05 -64.5 0/0 0<

Observed Line:  8565.20  1.7E-03  S/N:    21.44 FWHM:  32.7
   8560.34 |    8559.739  Fe I      1745212555      8  7.3E-07  21.2 5/0 9 
   8560.34 |    8559.810 [V  II]    1544607767     38  4.1E-05  18.7 2/0 7 
+  8560.50 |    8560.400  Cr II     1612297657      6  1.0E-06   3.6 8/0 6C
+  8560.34 |    8560.290 [Cr II]    1611733026     54  3.4E-04   1.9 2/1 2A 8459.320  -1.3
+  8560.50 |    8560.770$ N  II      470938683      6  3.6E-07  -9.3 0/0 5B
+  8560.59 |    8560.870  Ne II      672251969    262  3.9E-07  -9.9 1/0 6C
+  8560.50 |    8560.810  Al II      873645112    262  4.9E-06 -10.7 2/0 6C
   8560.59 |    8561.000  O  V       541170766    260  1.3E-05 -14.4 5/0 7 
   8560.50 |    8561.100 [Mn III]   1679893548     37  1.6E-06 -20.9 4/0 9 
   8560.34 |    8561.167  Fe I      1745440958      7  5.9E-07 -28.8 2/0 * 
   8560.50 |    8561.390$ Ar I      1208158232      6  1.9E-06 -31.0 0/0 8 
   8560.50 |    8561.390$ Ar I      1208159256      6  1.9E-06 -31.0 0/0 8 
   8560.34 |    8561.606  Fe I      1745468612      8  5.8E-07 -44.2 4/0 * 
   8560.50 |    8561.850  Cr II     1612295611      6  1.0E-06 -47.2 4/0 * 
   8560.34 | >  8561.990 [V  II]    1544617010     54  2.0E-05 -57.6 4/0 0<

Observed Line:  8583.49  1.2E-03  S/N:    36.38 FWHM:  30.2
   8578.87 |    8578.500 [Fe V]     1749043209     37  7.5E-06  12.9 1/0 7C
+  8578.78 |    8578.800  Cr II     1611794535      6  3.8E-05  -0.6 3/0 6B
+  8578.62 |    8578.690 [Cl II]    1141903361     38  5.1E-03  -2.3 1/0 2A
   8578.62 |    8579.100 [V  II]    1544579080     38  1.2E-04 -16.6 7/0 8D
   8578.62 | >  8580.240 [Co II]    1813000193     54  1.3E-03 -56.5 0/0 0<

Observed Line:  8587.91  2.8E-04  S/N:     7.13 FWHM:  13.1
   8583.04 |    8582.258  Fe I      1744942126      8  2.4E-06  27.4 6/1 9  8358.520  25.1
   8583.20 |    8582.552  Fe II     1746074739      7  3.4E-05  22.7 3/0 8 
   8583.20 |    8582.583* He I       134350858    262  1.0E-04  21.6 0/0 5C
   8583.29 |    8582.667* C  III     404858971    260  2.4E-06  21.6 0/0 7 
   8583.04 |    8582.530 [V  II]    1544607765     38  4.1E-05  17.9 1/0 6D
   8583.20 |    8582.723  Fe II     1746054252      7  5.2E-05  16.7 9/1 6D 8809.826   8.9
   8583.29 |    8582.890  O  II      538115184    262  2.8E-06  13.8 2/0 8 
+  8583.20 |    8582.899$ Ne I       671119371    648  6.0E-05  10.6 0/0 3A
+  8583.29 |    8583.600  O  III     539189449    261  5.6E-06 -11.0 2/0 7 
   8583.20 |    8583.640  He I       134380560      6  1.0E-04 -15.3 0/0 4B
   8583.20 |    8583.780  Mn II     1678988429      6  3.2E-06 -20.2 5/0 9 
   8583.20 |    8583.790$ Ar I      1208133653      6  1.9E-06 -20.6 0/0 7 
   8583.20 |    8583.930  C  II      403919001    262  5.8E-04 -25.5 9/1 7  8611.790 -24.2
   8583.20 | >  8586.500  C  II      403917977    261  5.8E-04-115.3 9/0 0<

Observed Line:  8603.13  7.3E-03  S/N:     9.50 FWHM:  29.1
+  8598.25 |    8598.392  H  I        67323916      7  1.0E+00  -4.9 0/0 1A
   8598.25 | >  8600.499 [Fe II]    1745935388     39  1.4E-03 -78.3 3/0 0<

Observed Line:  8615.82  1.1E-03  S/N:    15.25 FWHM:  33.6
   8610.94 |    8610.550 [Co II]    1813032995     54  7.2E-05  13.5 1/0 5A
+  8611.10 |    8611.300  Mn II     1679104270      5  7.9E-07  -7.1 5/0 7C
+  8611.18 |    8611.400  N  IV      473022548    261  1.2E-06  -7.6 0/0 5A
   8611.10 |    8611.590  Fe II     1746069616      6  3.8E-05 -17.2 4/1 7C 8551.010 -26.7
   8611.10 |    8611.790  C  II      403921051    262  5.8E-04 -24.2 3/0 8 
   8610.94 |    8611.803  Fe I      1744933925      8  2.6E-06 -30.2 4/1 9  8674.746  -9.5
   8611.06 | >  8613.367 [Ti I]     1476410370     39  3.1E-06 -80.2 4/0 0<

Observed Line:  8622.70  4.3E-04  S/N:     4.66 FWHM:  57.8
   8617.81 |    8616.952 [Fe II]    1745893382     55  9.3E-03  30.0 2/0 7A
   8617.97 |    8619.480  Mn II     1678897249      6  1.3E-05 -52.5 3/0 9B
   8617.81 | >  8621.060 [V  II]    1544607768     38  4.1E-05-113.0 2/0 0<

Observed Line:  8625.23  6.9E-04  S/N:     3.53 FWHM:  43.2
   8620.50 |    8619.993  Fe II     1746079864      7  2.9E-05  17.7 5/0 6 
+  8620.50 |    8620.200  Fe II]    1746286876     22  6.8E-08  10.5 0/0 5 
+  8620.34 |    8620.040$ P  I      1006854183      6  1.5E-07  10.5 0/0 5 
+  8620.50 |    8620.220  N  I]      469875739     23  2.7E-07   9.8 2/0 7 
+  8620.50 |    8620.310  C  II]     403916955     22  5.8E-08   6.6 2/0 6 
+  8620.59 |    8620.400$ Ne II      672450699      6  3.9E-07   6.5 0/0 4C
+  8620.34 |    8620.170$ P  I      1006853159      6  1.5E-07   5.9 0/0 4C
+  8620.50 |    8620.460$ Ar I      1208002571      8  1.9E-06   1.4 0/0 3A
+  8620.50 |    8620.490$ Ni II     1880535321      6  6.2E-08   0.4 0/0 4C
+  8620.50 |    8620.500 [Co III]   1814090780     53  2.0E-06   0.0 1/0 4C
+  8620.34 |    8620.427  Fe I      1745440959      7  5.9E-07  -3.0 4/0 5 
+  8620.50 |    8620.720  Ni II     1880804690      6  6.0E-08  -7.6 0/0 4C
+  8620.50 |    8620.850$ S  II     1074901058      6  2.6E-05 -12.1 0/0 3A
   8620.50 |    8621.000  N  II      471104761      5  3.6E-07 -17.4 1/0 7 
   8620.50 |    8621.100  Fe II     1746294047      6  3.2E-06 -20.8 6/0 7 
   8620.34 |    8621.060 [V  II]    1544607768     38  4.1E-05 -25.0 2/0 7 
   8620.50 |    8621.280  Fe II]    1746120884     22  4.5E-07 -27.1 4/0 8 
   8620.50 |    8621.700 [Mn III]   1679891499     37  1.6E-06 -41.7 2/0 9 
   8620.34 |    8621.601  Fe I      1744940077      8  2.5E-06 -43.8 3/0 9 
   8620.59 |    8622.100  N  IV      473031788    261  1.2E-06 -52.7 2/0 9 
   8620.50 |    8622.320  Ni II     1880432844      6  6.5E-08 -63.3 2/0 * 
   8620.50 |    8622.360  Cr II     1612372451      6  9.8E-07 -64.7 8/1 8  8376.120 -58.5
   8620.50 |    8622.500  Cr II     1612135766      6  1.5E-06 -69.6 */1 8  8713.420 -65.1
   8620.50 |    8622.560  Fe II]    1746284819     22  7.5E-08 -71.6 3/0 * 
   8620.50 |    8622.590$ Ni II     1880572177      6  6.2E-08 -72.7 0/0 8 
   8620.47 |    8622.580  Ti I      1476473875      6  7.7E-07 -73.4 5/1 8  8612.920 -64.6
   8620.50 |    8622.700  N  II      471104762      5  3.6E-07 -76.5 6/0 * 
   8620.50 | >  8624.400 [V  III]   1545607169     53  3.2E-04-135.6 8/0 0<

Observed Line:  8635.60  1.8E-04  S/N:     5.96 FWHM:   3.1
   8630.95 |    8630.000$ S  VIII   1081168965      3  5.5E-07  33.0 0/0 8 
   8630.95 |    8630.000  S  XIV    1087385610    259  1.4E-06  33.0 0/0 7 
   8630.95 |    8630.310$ Ne II      672446603      6  3.9E-07  22.2 0/0 7 
   8630.95 |    8630.490$ Ne II      672445579      6  3.9E-07  16.0 0/0 6B
+  8630.86 |    8630.754  Fe II     1746020449      7  7.8E-05   3.8 2/0 4A
+  8630.70 |    8630.750  Mn I      1678106755      6  1.4E-07  -1.6 */0 6B
+  8630.86 |    8631.200  N  II      471103738      5  3.6E-07 -11.7 6/0 7 
   8630.70 |    8631.520  P  I      1006726166      6  1.5E-07 -28.4 6/1 9  8618.980 -40.6
   8630.86 |    8631.720  Cr II     1612374501      6  9.7E-07 -29.7 5/1 9  8618.480 -17.7
   8630.70 |    8631.660 [V  II]    1544607766     54  4.1E-05 -33.2 1/0 7 
   8630.86 |    8631.900  N  I       470041663      5  5.9E-05 -36.0 1/0 7 
   8630.70 |    8631.854$ Fe I      1745638642      7  5.4E-07 -40.0 0/0 8 
   8630.83 |    8632.140 [V  I]     1543523335     38  2.6E-07 -45.4 2/0 * 
   8630.86 |    8632.290  Fe II]    1746165978     22  2.3E-07 -49.5 4/0 * 
   8630.86 |    8632.350  Co II     1813213342      6  4.1E-07 -51.6 1/0 9 
   8630.86 |    8632.510$ S  II     1074903106      6  2.6E-05 -57.2 0/0 6B
   8630.70 |    8632.414  Fe I      1745009752      8  1.2E-06 -59.4 3/0 9 
   8630.86 |    8632.790* He I       134346762    262  1.0E-04 -66.9 0/0 6B
   8630.86 | >  8632.730  He I       134346763    262  1.0E-04 -64.8 0/0 0<

Observed Line:  8654.90  2.5E-03  S/N:     7.23 FWHM:  36.1
   8650.16 |    8649.430$ N  II      470931516      6  3.6E-07  25.2 0/0 8 
   8649.99 |    8649.525$ Fe I      1745552610      7  5.5E-07  16.3 0/0 6 
+  8650.16 |    8649.820  V  II     1544799411      6  2.9E-07  11.6 6/0 7 
+  8650.16 |    8649.880  He I       134374416      6  1.0E-04   9.5 0/0 3A
+  8650.16 |    8649.970  Co II     1813204118      6  4.1E-07   6.4 8/0 7 
+  8650.16 |    8650.000  Fe II     1746429306      6  2.1E-06   5.4 6/0 5D
+  8649.99 |    8650.000$ Cl I      1141177559      4  1.6E-07  -0.2 0/0 4C
+  8650.16 |    8650.243* Na I       738219012    262  5.3E-06  -3.0 0/0 3A
   8650.16 |    8650.700  Mn II     1679151409      5  5.4E-07 -18.9 5/0 9 
   8650.24 |    8650.920  O  II      538168502    262  2.8E-06 -23.6 2/0 8 
   8650.24 |    8651.130$ O  II      538088535      6  2.8E-06 -30.9 0/0 7 
   8650.12 |    8651.200 [Ti II]    1477476368     54  1.2E-05 -37.3 4/0 8 
   8650.24 |    8651.550$ O  II      538087511      6  2.8E-06 -45.5 0/0 7 
   8650.16 |    8651.580  V  II]    1544622133     22  4.7E-07 -49.4 2/0 * 
   8649.99 | >  8652.110 [Cr II]    1611693063     38  1.1E-03 -73.4 8/0 0<

Observed Line:  8664.45  5.2E-03  S/N:    13.98 FWHM:  28.2
   8659.78 |    8659.000$ O  III     539143324      5  5.6E-06  27.2 0/0 6B
   8659.54 |    8658.849  Fe I      1745440960      7  5.9E-07  23.9 4/0 9 
   8659.54 |    8658.903$ Fe I      1745593577      7  5.5E-07  22.0 0/0 7 
   8659.54 |    8658.980  P  I      1006737432      6  1.5E-07  19.3 2/0 9 
   8659.54 |    8659.100  P  I      1006723093      6  1.5E-07  15.2 6/0 8 
+  8659.54 |    8659.350  Mn I      1677967442      6  1.7E-07   6.5 6/1 6B 8664.630  10.9
+  8659.78 |    8660.000  Ne IX      679491596    260  5.1E-06  -7.5 4/1 4A 8675.000  -9.8
   8659.70 |    8660.103  Fe II]    1745946669     23  2.2E-05 -14.0 5/0 6B
   8659.54 |    8659.950  Cr I      1610763343      6  9.1E-07 -14.3 5/0 7 
   8659.67 |    8660.120  Ti I      1476635767      6  1.6E-07 -15.7 5/0 8 
   8659.70 |    8660.230  Cr II     1612322237      6  1.0E-06 -18.4 6/0 8 
   8659.70 |    8660.450  N  II      470899759    262  3.6E-07 -26.0 5/0 9 
   8659.70 |    8660.510  Ni II     1880588611      6  6.1E-08 -28.1 1/0 9 
   8659.54 |    8660.456$ Fe I      1745544416      7  5.5E-07 -31.8 0/0 7 
   8659.70 |    8660.684  Fe II]    1746329944     23  3.8E-08 -34.1 4/0 * 
   8659.78 |    8660.800 [Co VI]    1817202700     37  6.4E-07 -35.2 5/0 9 
   8659.70 |    8660.804  Fe II     1746320708      7  2.6E-06 -38.3 6/1 7  8439.134 -42.4
   8659.54 |    8661.070  Co I      1812019227      6  3.4E-07 -53.1 1/0 8 
   8659.78 | >  8661.466  He II      135440426      7  3.2E-04 -58.3 0/0 0<

Observed Line:  8669.86  1.1E-02  S/N:    24.65 FWHM:  32.1
+  8664.95 |    8665.018  H  I        67295244      7  1.0E+00  -2.5 0/0 1A
+  8664.95 |    8665.080 [Cr II]    1611695112     54  1.1E-03  -4.7 8/0 5B
   8665.11 | >  8666.935  N  I       469876764    263  6.4E-05 -63.3 2/0 0<

Observed Line:  8679.39  6.7E-04  S/N:     2.16 FWHM:  22.4
   8674.63 |    8673.630  Cr II     1612188011      6  1.4E-06  34.6 2/0 8 
   8674.47 |    8673.765  Fe I]     1744934952     24  6.8E-08  24.4 1/0 7 
+  8674.47 |    8673.940  Mn I      1677821994      6  2.9E-07  18.3 7/0 7 
+  8674.47 |    8674.300 [V  II]    1544603661     38  6.5E-05   5.9 2/0 4B
+  8674.63 |    8674.489  Fe II]    1746117814     23  4.4E-07   4.9 4/0 6 
+  8674.63 |    8674.500  Mn II     1679117598      5  7.0E-07   4.5 6/0 5 
+  8674.72 |    8674.640$ O  II      538099801      6  2.8E-06   2.6 0/0 3A
+  8674.47 |    8674.541$ Fe I      1745641718      7  5.4E-07  -2.5 0/0 4B
+  8674.47 |    8674.617$ Cl I      1140927510      7  1.6E-07  -5.1 0/0 4B
+  8674.63 |    8674.790  Cr II     1612134742      6  1.5E-06  -5.5 */0 5 
+  8674.47 |    8674.746  Fe I      1744931875      8  2.7E-06  -9.5 3/0 5 
+  8674.72 |    8675.000  Ne IX      679490572    260  5.1E-06  -9.8 4/1 4B 8660.000  -7.5
+  8674.72 |    8675.000  N  IV      473120950      4  1.2E-06  -9.8 4/0 5 
+  8674.63 |    8675.100  Al II      873559081    261  4.9E-06 -16.2 2/1 4B 8680.400   7.9
   8674.47 |    8675.187$ Fe I      1745550562      7  5.5E-07 -24.8 0/0 6 
   8674.63 |    8675.403  Fe II     1746078839      7  2.9E-05 -26.7 5/0 6 
   8674.60 |    8675.374  Ti I      1476452364      7  1.3E-06 -26.8 2/0 7 
   8674.63 |    8675.690$ P  II     1007803458      6  4.6E-07 -36.6 0/0 7 
   8674.72 |    8675.900  N  IV      473086119      5  1.2E-06 -40.9 2/0 8 
   8674.63 |    8675.900$ P  II     1007802434      6  4.6E-07 -43.9 0/0 7 
   8674.47 |    8675.791  Fe I      1745182848      8  7.7E-07 -45.7 */1 8  8790.521 -44.6
   8674.63 |    8676.090  N  II      470900785    262  3.6E-07 -50.5 2/0 * 
   8674.72 |    8676.280  Ne II      672243773    262  3.9E-07 -54.1 2/0 * 
   8674.72 |    8676.350$ Ne II      672321604      6  3.9E-07 -56.5 0/0 8 
   8674.72 |    8676.740  Ne II      672332896    262  3.9E-07 -70.0 6/0 * 
   8674.63 |    8676.800 [Mn III]   1679890475     53  1.7E-06 -75.0 2/0 9 
   8674.47 |    8677.440  Co I      1812164694      6  9.4E-08-102.7 1/0 9 
   8674.47 |    8677.691$ Fe I      1745543393      7  5.5E-07-111.4 0/0 8 
   8674.72 |    8677.950  O  II      538168503    262  2.8E-06-111.8 3/0 9 
   8674.63 | >  8680.282  N  I       469780488    263  1.0E-04-195.3 2/0 0<

Observed Line:  8685.39  9.2E-05  S/N:     1.84 FWHM:   8.8
   8680.47 |    8679.632  Fe I      1745172606      8  7.8E-07  28.8 2/0 8 
   8680.47 |    8679.650  S  I      1073781769    262  9.0E-06  28.2 7/1 6  8693.980  38.6
+  8680.71 |    8680.000  N  III     472118499      4  7.2E-07  24.6 1/0 6 
+  8680.71 |    8680.200$ O  III     539140252      5  5.6E-06  17.7 0/0 5D
+  8680.63 |    8680.282  N  I       469780488    263  1.0E-04  12.0 2/0 4A
+  8680.63 |    8680.400  Al II      873559082    261  4.9E-06   7.9 1/0 5D
+  8680.47 |    8680.470  S  I      1073780745    262  9.0E-06  -0.1 5/0 5D
+  8680.63 |    8680.900 [V  III]   1545618444     37  6.3E-05  -9.4 2/0 4A
+  8680.47 |    8680.790  Fe I      1745014876      8  1.1E-06 -11.2 4/0 6 
+  8680.47 |    8680.870 [V  II]    1544596491     54  6.8E-05 -14.0 5/1 4A 8692.480  -0.7
+  8680.63 |    8681.050  Fe II     1746442618      6  2.1E-06 -14.6 8/0 7 
   8680.63 |    8681.880$ S  II     1074967653      6  2.6E-05 -43.3 0/0 6 
   8680.63 |    8681.921$ Ne I       671114249    648  6.0E-05 -44.7 0/0 5D
   8680.47 |    8681.820  Cr I      1610763345      6  9.1E-07 -46.8 2/0 9 
   8680.47 |    8682.130 [V  II]    1544567809     38  1.6E-04 -57.5 6/0 8 
   8680.63 |    8682.446* Na I       738269189      7  3.8E-06 -62.8 0/0 8 
   8680.63 |    8682.530  C  II      403730451    262  5.8E-04 -65.7 1/0 7 
   8680.63 |    8682.800 [V  III]   1545606145     53  3.2E-04 -75.0 8/0 8 
   8680.63 |    8682.900  Cr II     1612369368      6  9.8E-07 -78.5 2/0 * 
   8680.60 |    8682.987  Ti I      1476451339      7  1.4E-06 -82.6 5/0 * 
   8680.63 |    8683.110  V  II     1544720481      6  1.9E-06 -85.8 0/0 8 
   8680.63 |    8683.110 [V  III]   1545627671     54  3.8E-06 -85.8 2/1 8  8461.770 -82.6
   8680.63 |    8683.259  Fe II     1746020447      7  7.8E-05 -90.9 0/0 6 
   8680.47 |    8683.132  Fe I      1745366197      8  6.0E-07 -92.1 2/0 * 
   8680.63 |    8683.403  N  I       469779463    263  1.0E-04 -95.9 5/0 8 
   8680.63 |    8683.520  Cr II]    1611770951     22  3.2E-06 -99.9 5/0 * 
   8680.63 |    8683.680  Mn II     1679086849      6  9.0E-07-105.4 1/0 9 
   8680.71 |    8684.070$ O  II      538095705      6  2.8E-06-116.0 0/0 8 
   8680.71 |    8684.110$ O  II      538094681      6  2.8E-06-117.4 0/0 8 
   8680.47 | >  8687.800 [Cr II]    1611698186     54  1.0E-03-253.3 3/0 0<

Observed Line:  8690.13  1.3E-03  S/N:    13.44 FWHM:  35.0
   8685.37 |    8684.390  Fe II]    1746101381     22  7.1E-07  33.7 3/1 9  8126.190  40.7
   8685.20 |    8684.420 [V  II]    1544614950     54  2.4E-05  27.1 5/0 8D
   8685.37 |    8685.050  Cr II     1611807851      6  3.5E-05  10.9 7/0 6A
+  8685.20 |    8685.440  Mn I      1677904965      6  1.9E-07  -8.1 4/0 7C
   8685.20 |    8685.521$ Cl I      1140917261      7  1.6E-07 -10.9 0/0 6A
   8685.33 |    8685.670  Ti I      1476631671      6  1.6E-07 -11.6 4/0 8D
   8685.20 |    8685.777  Fe I      1745494223      8  5.7E-07 -19.8 2/0 9 
   8685.45 |    8686.100  O  II      538048583    262  2.8E-06 -22.4 3/0 9 
   8685.37 |    8686.149  N  I       469778438    263  1.0E-04 -27.1 7/0 8D
   8685.37 |    8686.300  Cr II     1612136791      6  1.4E-06 -32.3 9/0 9 
   8685.20 |    8686.358$ Si I       939637785      7  5.1E-07 -39.9 0/0 8D
   8685.20 |    8686.450 [V  II]    1544613925     54  2.4E-05 -43.0 4/0 8D
   8685.37 |    8686.900 [Mn III]   1679852572     53  4.0E-05 -53.0 8/0 8D
   8685.20 | >  8687.800 [Cr II]    1611698186     54  1.0E-03 -89.6 3/0 0<

Observed Line:  8697.39  6.6E-04  S/N:     5.11 FWHM:  47.9
   8692.46 |    8691.640 [Co II]    1813031971     38  7.3E-05  28.3 0/0 6D
   8692.62 |    8691.956  N  I]      469873691     23  2.8E-07  23.0 5/1 8  8620.220   9.8
   8692.62 |    8692.100  Mn II     1679116574      5  7.0E-07  18.0 4/1 7  8674.500   4.5
   8692.62 |    8692.170  Fe II     1746371939      6  2.3E-06  15.6 3/0 7 
+  8692.62 |    8692.323  N  I]      469873692     23  2.8E-07  10.3 5/1 6D 8620.220   9.8
+  8692.59 |    8692.327  Ti I      1476450314      7  1.4E-06   9.0 5/0 6D
+  8692.46 |    8692.200$ Cl I      1141217519      5  1.6E-07   8.9 0/0 5C
+  8692.46 |    8692.480 [V  II]    1544597516     54  6.7E-05  -0.7 4/1 3A 8888.320   6.7
+  8692.46 |    8692.510 [V  II]    1544612900     38  2.4E-05  -1.8 1/0 3A
+  8692.62 |    8692.790  Cr II]    1611964637     22  1.0E-07  -5.8 4/0 6D
   8692.46 |    8692.959  Fe I      1745468613      8  5.8E-07 -17.3 5/0 8 
   8692.46 |    8693.160  S  I      1073781770    262  9.0E-06 -24.2 5/0 7 
   8692.62 |    8693.499  Fe II]    1745971259     23  9.4E-06 -30.3 3/0 8 
   8692.46 |    8693.530  Mn I      1678106756      6  1.4E-07 -37.0 9/0 * 
   8692.62 |    8694.100  N  II      471009373    261  3.6E-07 -51.0 4/0 * 
   8692.46 |    8693.980  S  I      1073780746    262  9.0E-06 -52.5 4/0 8 
   8692.71 |    8694.400$ Ne II      672365684      6  3.9E-07 -58.4 0/0 8 
   8692.46 | >  8695.330 [Co II]    1813023760     54  2.3E-04 -99.1 1/1 0< 8896.480 -93.2

Observed Line:  8700.03  1.5E-04  S/N:    10.06 FWHM:  35.8
   8695.10 |    8694.710  S  I      1073779722    262  9.0E-06  13.4 2/1 5B 8680.470  -0.1
+  8695.26 |    8695.210  Mn II     1679024293      6  2.3E-06   1.7 1/0 5B
+  8695.26 |    8695.224  Fe II]    1745979457     23  7.3E-06   1.2 4/0 5B
+  8695.10 |    8695.330 [Co II]    1813023760     54  2.3E-04  -8.0 1/0 4A
   8695.23 |    8696.330 [Ti II]    1477475344     54  1.2E-05 -38.0 4/0 9 
   8695.26 |    8696.700  C  II      403729427    262  5.8E-04 -49.7 1/0 7 
   8695.10 | >  8698.160 [V  II]    1544579081     38  1.2E-04-105.6 6/0 0<

Observed Line:  8707.99  2.0E-04  S/N:     5.86 FWHM:  37.6
+  8703.22 |    8703.247  N  I       469777414    263  1.0E-04  -1.1 7/1 4A 8711.703  -5.9
   8703.05 |    8703.690 [Cr II]    1611694088     38  1.1E-03 -21.9 8/0 7C
   8703.22 |    8704.030  Fe II     1746101396      6  2.5E-05 -28.1 6/0 9 
   8703.05 |    8703.870 [Ni II]    1880110087     38  1.5E-04 -28.1 0/0 6B
   8703.22 |    8704.112$ Ne I       671113225    648  6.0E-05 -30.9 0/0 7C
   8703.22 |    8704.500  Fe II     1746294048      6  3.2E-06 -44.3 5/0 * 
   8703.30 |    8705.000$ O  III     539138187      4  5.6E-06 -58.6 0/0 8 
   8703.22 | >  8706.330  Fe II]    1745978433     23  7.3E-06-107.3 7/0 0<

Observed Line:  8716.31  1.2E-04  S/N:     3.27 FWHM:  44.9
   8711.62 |    8709.587* Mg II      806405138    262  8.3E-05  69.9 0/0 6C
   8711.53 |    8710.540$ N  II      470932541      6  3.6E-07  34.1 0/0 8 
+  8711.53 |    8711.703  N  I       469778439    263  1.0E-04  -5.9 7/1 3A 8703.247  -1.1
+  8711.37 |    8711.601  Fe I      1745492176      8  5.7E-07  -8.0 3/0 6C
+  8711.53 |    8711.880  Cr II     1612380667      6  9.7E-07 -12.0 5/0 7 
+  8711.37 |    8711.830 [V  II]    1544613927     54  2.4E-05 -15.9 5/0 5B
   8711.37 |    8711.870  Mg I]      805431311     22  2.8E-07 -17.3 0/0 6C
   8711.53 |    8712.186  Fe II]    1746144457     23  2.6E-07 -22.6 7/0 8 
   8711.37 |    8712.275  Fe I      1745489100      7  5.7E-07 -31.2 9/0 9 
   8711.37 |    8712.300  Al I       872499215      5  3.3E-06 -32.1 1/0 7 
   8711.53 |    8712.530  Cr II     1612091705      6  1.7E-06 -34.4 9/0 * 
   8711.53 |    8712.600  Co II     1813228765      5  2.1E-07 -36.8 0/0 8 
   8711.62 |    8712.900  Ne II      672207926    262  3.9E-07 -44.2 7/0 * 
   8711.37 |    8712.676  Mg I       805378058    263  3.0E-05 -45.0 5/0 8 
   8711.37 |    8712.689  Mg I       805377034    263  3.0E-05 -45.5 5/0 8 
