 EMILI Output File
 ------------------------------------
 Input Line List: zone-0-emi.in
 Input Matched List: zone-0-emi.match
 Results List: zone-0-emi.out
 Short Results List: zone-0-emi.dat
 Abundance Table: abun.dat
 Electron Temp:  10000.
 Electron Density:    100.
 Inst. Resolution:    100.

 ICF Values: Bin/%
 ix 1:    9.99999978E-03
 ix 2:   0.987000048    
 ix 3:    1.00000005E-03
 ix 4:    1.00000005E-03
 ix 5:    1.00000005E-03

 Elements Depeleted:                                                                           Ionization States    Amount
 Fe                         I     - XXVII       50.00
 Ni                         I     - XXIX        50.00
 Si                         I     - XV          50.00
 Ca                         I     - XXI         50.00

 Velocity Structure: Bin/Vel(km/s)
 irvcor 1:    165.700958    
 irvcor 2:    170.145630    
 irvcor 3:    164.595108    
 irvcor 4:    161.649811    
 irvcor 5:    161.649811    

+  7452.69 |    7452.540 [Fe II]    1745896455     38  7.3E-03   6.2 4/0 3A
   7452.83 |    7454.690  S  II     1074947160    262  2.6E-05 -74.8 3/0 *C
   7452.83 |    7454.940  Cr II     1611819113      6  3.0E-05 -84.9 5/0 *C
   7452.69 |    7454.900 [Co II]    1813032991     54  7.2E-05 -88.8 5/0 9B
   7452.83 | >  7457.910 [Cr III]   1612747801     54  3.2E-04-204.3 1/0 0<

Observed Line:  7467.01  1.1E-03  S/N:    32.21 FWHM:  31.8
   7462.92 |    7462.407  Fe II     1745964083      7  4.2E-04  20.4 6/0 7D
   7462.99 |    7462.510$ O  II      538099791      6  2.8E-06  19.2 0/0 7D
   7462.78 |    7462.360  Cr I      1610731541      6  1.5E-06  16.8 1/0 7D
+  7462.92 |    7462.900  Si II      940658730      5  1.2E-06   0.6 2/0 6C
+  7462.99 |    7463.000$ O  III     539153546      4  5.6E-06  -0.5 0/0 4A
+  7462.99 |    7463.170$ O  II      538099792      6  2.8E-06  -7.3 0/0 5B
   7462.92 |    7463.460$ Ar I      1208168466      6  1.9E-06 -21.9 0/0 7D
   7462.78 |    7463.510 [Co II]    1813032993     38  7.2E-05 -29.5 4/0 9 
   7462.99 |    7464.000  N  V       474036289      4  1.7E-06 -40.7 1/0 9 
   7462.78 |    7463.980 [Cr II]    1611705354     54  8.6E-04 -48.4 6/0 8 
   7462.92 |    7464.270  Cr II]    1611749426     22  5.6E-06 -54.4 4/0 * 
   7462.92 | >  7465.900  Fe II     1746234601      6  5.0E-06-119.9 8/0 0<

Observed Line:  7472.50  6.6E-04  S/N:     2.73 FWHM:  35.7
   7468.48 |    7467.700 [Fe IV]    1747994633     37  1.2E-06  31.2 3/0 8 
   7468.48 |    7467.870$ Ne II      672458884      6  3.9E-07  24.3 0/0 6 
+  7468.40 |    7467.900$ N  II      471039083      5  3.6E-07  20.2 0/0 5D
+  7468.26 |    7467.826  Al I       872501270    263  2.6E-06  17.6 3/0 6 
+  7468.40 |    7468.312  N  I       469784584    263  9.2E-05   3.6 1/0 3A
+  7468.40 |    7468.550$ P  II     1007779894      6  4.7E-07  -5.9 0/0 4B
+  7468.26 |    7468.520 [V  II]    1544577028     38  1.3E-04 -10.3 5/0 4B
+  7468.26 |    7468.540  P  I      1006779418      6  1.5E-07 -11.1 2/0 7 
   7468.40 |    7469.000  Si II      940625943    261  1.3E-06 -24.0 3/0 7 
   7468.40 |    7469.060  Fe II     1746318644      6  2.6E-06 -26.4 4/0 7 
   7468.40 |    7469.100  Si II      940624919    261  1.3E-06 -28.0 3/0 7 
   7468.26 |    7469.000* S  I      1073914988    260  8.2E-06 -29.6 0/0 5D
   7468.40 |    7469.400$ Ar I      1208166418      5  1.9E-06 -40.1 0/0 6 
   7468.48 |    7469.530$ O  II      538094671      6  2.8E-06 -42.3 0/0 6 
   7468.26 |    7469.400 [V  II]    1544572931     38  1.3E-04 -45.6 7/0 8 
   7468.26 |    7469.562$ Fe I      1745550526      7  5.5E-07 -52.1 0/0 8 
   7468.26 |    7469.767  Fe I      1745523895      7  5.6E-07 -60.4 4/0 * 
   7468.40 |    7469.976  N  I]      469834776     23  3.0E-07 -63.2 2/0 * 
   7468.48 |    7470.160$ O  II      538095696      6  2.8E-06 -67.6 0/0 7 
   7468.48 |    7470.190$ O  II      538094672      6  2.8E-06 -68.9 0/0 7 
   7468.26 |    7470.260  Cr I      1611049095      6  4.5E-07 -80.2 */0 * 
   7468.40 |    7470.510  Cr II     1611805796      6  3.6E-05 -84.6 3/0 8 
   7468.26 |    7470.435  Fe I      1745534139      8  5.6E-07 -87.2 */0 * 
   7468.40 | >  7473.241  O  I       537064602    263  4.4E-04-194.2 4/0 0<

Observed Line:  7492.60  7.8E-04  S/N:    30.75 FWHM:  35.4
   7488.49 |    7487.950  Fe II     1746296088      6  3.1E-06  21.7 5/0 9 
   7488.49 |    7487.950  Cr II     1612232041      6  1.3E-06  21.7 5/0 9 
+  7488.56 |    7488.300  N  IV      473033832    261  1.2E-06  10.6 2/0 7C
+  7488.35 |    7488.484  Fe I      1745326227      8  6.2E-07  -5.3 4/0 6B
   7488.49 |    7488.872$ Ne I       671113222    648  6.0E-05 -15.2 0/0 4A
   7488.35 |    7488.855$ Fe I      1745548478      7  5.5E-07 -20.1 0/0 7C
   7488.35 |    7488.870 [Cr II]    1611722773     54  5.2E-04 -20.7 */0 7C
   7488.35 |    7489.210 [V  II]    1544608788     38  3.5E-05 -34.3 2/0 9 
   7488.35 |    7489.221$ Fe I      1745664202      7  5.3E-07 -34.8 0/0 8 
   7488.49 |    7489.540  Fe II     1746429288      6  2.1E-06 -42.0 6/0 * 
   7488.49 |    7489.790  Cr II     1612097831      6  1.7E-06 -52.0 7/0 * 
   7488.49 | >  7490.120 [Cr III]   1612748827     38  1.7E-04 -65.2 6/0 0<

Observed Line:  7503.93  5.5E-04  S/N:    15.87 FWHM:  39.3
   7499.82 |    7499.470 [Cr III]   1612753956     54  8.7E-05  13.8 4/0 6C
+  7499.82 |    7499.853* He I       134318088    263  1.0E-04  -1.5 0/0 2A
+  7499.89 |    7500.000  Mg II      806444117      3  6.2E-05  -4.4 0/0 2A
   7499.82 |    7500.195$ Ar I      1208022029      8  1.9E-06 -15.2 0/0 6C
   7499.82 |    7500.210 [Cr III]   1612748828     38  1.7E-04 -15.8 6/0 6C
   7499.68 |    7500.072  Fe I      1745320078      8  6.2E-07 -15.8 2/0 8 
   7499.68 |    7500.520 [Cr II]    1611721746     54  5.3E-04 -33.7 6/1 7  7527.390 -44.2
   7499.82 |    7500.660$ Ar I      1208008714      6  1.9E-06 -33.8 0/0 8 
   7499.82 |    7500.770  Cr II     1612228970      6  1.3E-06 -38.2 6/0 * 
   7499.89 |    7501.000  N  III     472010852      4  7.2E-07 -44.4 1/0 9 
   7499.89 |    7501.000  O  IV      540153952    260  9.1E-06 -44.4 2/0 9 
   7499.68 |    7500.920 [V  II]    1544608791     54  3.5E-05 -49.7 2/0 9 
   7499.82 |    7501.119  Fe II     1746168010      7  8.3E-06 -52.1 5/0 9 
   7499.68 |    7501.108$ Fe I      1745592515      7  5.5E-07 -57.3 0/0 8 
   7499.68 | >  7501.660 [Cr II]    1611704327     54  9.1E-04 -79.3 */1 0< 7791.910 -64.2

Observed Line:  7517.47  3.7E-04  S/N:     9.12 FWHM:  38.3
   7513.35 |    7512.484  Fe II     1746320693      7  2.6E-06  34.5 4/0 9 
   7513.35 |    7512.740  Cr II     1611760699      6  1.4E-04  24.3 8/0 6B
   7513.42 |    7512.830  Ne III     673313893    262  7.8E-07  23.6 6/0 9 
+  7513.35 |    7513.161  Fe II     1746230503      7  5.3E-06   7.5 2/0 6B
+  7513.35 |    7513.300  Fe II     1746295061      6  3.2E-06   1.9 8/0 5A
+  7513.21 |    7513.220  P  I      1006813213      6  1.5E-07  -0.5 3/0 6B
   7513.21 |    7513.620  Cr I      1610783810      6  8.3E-07 -16.4 */0 8 
   7513.42 |    7513.850  Ne II      672337993    262  3.9E-07 -17.1 3/0 8 
   7513.32 |    7513.860  Ti I      1476657251      6  1.6E-07 -21.5 */1 8  7452.910  -4.3
   7513.35 |    7514.200$ Ar I      1208136721      6  1.9E-06 -34.0 0/0 7 
   7513.35 |    7514.200$ Ar I      1208287253      5  1.9E-06 -34.0 0/0 7 
   7513.35 |    7514.200$ Ar I      1208288277      5  1.9E-06 -34.0 0/0 7 
   7513.42 |    7514.300  C  III     404903015      5  2.4E-06 -35.1 0/0 7 
   7513.42 |    7514.300  C  III     404904040      5  2.4E-06 -35.1 0/0 7 
   7513.35 |    7514.290  Cl II     1141982258      6  5.2E-07 -37.6 5/1 9  7377.980 -28.8
   7513.21 |    7514.199  Fe I      1745321103      8  6.2E-07 -39.5 3/0 * 
   7513.35 |    7514.651$ Ar I      1207970819      8  2.2E-06 -52.0 0/0 7 
   7513.21 |    7514.633$ Fe I      1745550527      7  5.5E-07 -56.9 0/0 8 
   7513.35 | >  7515.831  Fe II     1745964084      7  4.2E-04 -99.1 4/0 0<

Observed Line:  7530.55  8.7E-04  S/N:   301.61 FWHM:  21.9
   7526.42 |    7525.703  Fe II]    1746067561     23  1.3E-06  28.6 3/0 * 
   7526.42 |    7526.100  Al II      873600045      5  4.9E-06  12.8 0/0 6D
+  7526.49 |    7526.400  O  VII     543232062    261  2.3E-05   3.8 0/0 3A
+  7526.49 |    7526.590  Ne III     673313894    262  7.8E-07  -3.8 4/0 6D
+  7526.42 |    7526.610  Cr II     1611831410      6  2.8E-05  -7.5 1/0 5B
+  7526.28 |    7526.480 [V  II]    1544607760     38  4.1E-05  -7.9 1/0 5B
+  7526.42 |    7526.640  Cr II     1612204378      6  1.3E-06  -8.7 1/0 6D
   7526.28 |    7526.677  Fe I      1745458346      8  5.8E-07 -15.8 4/0 8 
   7526.42 |    7526.880  Fe II     1746440545      6  2.1E-06 -18.3 7/0 9 
   7526.49 |    7527.065  O  II      537989170    263  2.8E-06 -22.8 4/0 9 
   7526.28 |    7526.920 [V  II]    1544572932     38  1.3E-04 -25.5 6/1 7  7469.400 -45.6
   7526.28 |    7527.390 [Cr II]    1611720722     38  5.3E-04 -44.2 4/0 8 
   7526.49 |    7527.620  O  II      537987116    262  2.8E-06 -44.9 7/0 * 
   7526.42 |    7527.600 [Co III]   1814095915     53  9.3E-07 -47.0 0/0 8 
   7526.42 |    7527.840  Cr II     1612209495      6  1.3E-06 -56.6 7/0 * 
   7526.28 | >  7528.360 [Cr II]    1611720723     54  5.3E-04 -82.9 */2 0< 7501.480 -72.1 7532.560 -86.5

Observed Line:  7534.66  3.2E-04  S/N:    30.65 FWHM:  30.8
   7530.60 |    7530.000  Ne VI      676381740    259  2.5E-06  24.0 0/0 8 
   7530.39 |    7530.000  S  I      1073899584      4  8.2E-06  15.5 2/0 7 
+  7530.60 |    7530.611  O  II      537989171    263  2.8E-06  -0.3 3/0 6D
+  7530.53 |    7530.570  C  II      403747868    262  5.8E-04  -1.6 3/0 3A
+  7530.53 |    7530.677  Fe II     1746177240      7  7.6E-06  -5.9 5/0 5B
+  7530.53 |    7530.800 [Cl IV]    1144000514     37  2.5E-05 -10.8 1/0 5B
   7530.53 |    7531.770  Ti II     1477521456      6  1.1E-06 -49.4 2/0 * 
   7530.39 | >  7532.560 [Cr II]    1611720724     38  5.3E-04 -86.5 7/0 0<

Observed Line:  7633.08  3.0E-03  S/N:    12.30 FWHM:  11.8
   7628.97 |    7627.680* N  V       474000420      5  1.7E-06  50.7 0/0 8 
   7628.90 |    7628.018  O  I       537087135      7  4.3E-04  34.5 0/0 6C
   7628.90 |    7628.179  N  I       469828630    263  6.5E-05  28.2 2/0 8 
   7628.97 |    7628.540  O  II      537987120    262  2.8E-06  16.9 9/0 8 
+  7628.90 |    7628.882$ Ar I      1208021006      8  1.9E-06   0.5 0/0 4A
+  7628.75 |    7629.068$ Si I       939687959      7  4.9E-07 -12.4 0/0 5B
   7628.75 |    7629.378$ Si I       939686935      7  4.9E-07 -24.6 0/0 7D
   7628.75 |    7629.590  Cr I      1610780740      6  8.4E-07 -32.9 7/0 * 
   7628.90 |    7629.740  S  II     1074847776    262  2.7E-05 -33.2 2/0 9 
   7628.97 |    7630.100  C  V       406912054      5  5.6E-06 -44.5 0/0 7D
   7628.75 |    7629.890  Mg I       805437451      6  2.8E-05 -44.7 1/0 8 
   7628.75 |    7629.900  Fe I      1745390755      8  6.0E-07 -45.1 4/0 * 
   7628.75 |    7630.061  Fe I      1745512636      7  5.6E-07 -51.4 0/0 8 
   7628.75 | >  7630.840 [Cr II]    1611707405     38  8.4E-04 -82.1 7/0 0<

Observed Line:  7641.96  2.7E-03  S/N:    10.38 FWHM:  27.3
+  7637.63 |    7637.539 [Fe II]    1745893378     39  9.3E-03   3.5 2/0 3A
+  7637.63 |    7637.670 [Co II]    1813013515     54  3.7E-04  -1.7 5/1 4B 7009.890   6.6
   7637.63 | >  7640.270 [Cr II]    1611682818     54  2.0E-03-103.7 */0 0<

Observed Line:  7667.47  1.9E-03  S/N:    10.03 FWHM:  33.6
   7663.27 |    7662.550  Fe II     1746410844      6  2.2E-06  28.0 8/0 * 
   7663.12 |    7662.430  C  I       402710546    262  1.9E-04  27.2 1/0 7D
   7663.12 |    7662.560 [Cr II]    1611702281     38  9.1E-04  22.1 7/0 7D
   7663.27 |    7662.890 [Mn III]   1679864872     38  4.5E-06  14.7 6/0 8 
   7663.34 |    7663.000  O  II      538153101    261  2.8E-06  13.3 3/0 8 
+  7663.27 |    7663.120  Mn II     1678906464      6  1.2E-05   5.7 5/0 5B
+  7663.12 |    7663.240  Mg I       805433353      6  2.8E-05  -4.6 2/0 5B
+  7663.27 |    7663.445  O  I       537061525    263  4.4E-04  -7.0 5/1 4A 7706.743   8.5
   7663.27 |    7663.600  Cr II     1612217700      6  1.3E-06 -13.1 2/0 8 
   7663.27 |    7663.690  Cr II     1612221803      6  1.3E-06 -16.6 2/0 8 
   7663.27 |    7663.930  Fe II     1746427234      6  2.2E-06 -26.0 5/1 9  7873.810  -6.5
   7663.12 |    7664.293  Fe I      1744951342      8  2.1E-06 -45.8 4/0 * 
   7663.27 |    7664.610  Cr II     1612214626      6  1.3E-06 -52.6 */0 * 
   7663.27 |    7664.700 [Cr IV]    1613774863     53  4.7E-06 -56.1 2/0 * 
   7663.27 |    7664.740  Cr II     1612066055      6  1.9E-06 -57.7 7/0 * 
   7663.27 |    7664.800  Cr II]    1611746354     22  5.8E-06 -60.0 2/0 * 
   7663.12 | >  7665.302 [Fe II]    1745895428     39  8.9E-03 -85.3 7/1 0< 7806.248 -66.7

Observed Line:  7711.19  2.1E-03  S/N:     4.50 FWHM:  30.6
   7706.96 |    7706.200  N  I       470047803      5  5.9E-05  29.7 3/0 8 
   7706.96 |    7706.233  Fe II]    1745964085     23  1.2E-05  28.4 4/0 8 
+  7706.96 |    7706.743  O  I       537060500    263  4.4E-04   8.5 2/0 5 
+  7706.96 |    7706.766  O  I       537060501    263  4.4E-04   7.6 4/0 4A
+  7706.82 |    7706.650 [Cr II]    1611700232     38  9.3E-04   6.6 4/0 4A
+  7707.04 |    7706.900  C  III     404966509      5  2.4E-06   5.3 0/0 4A
+  7707.04 |    7706.900  C  III     404967534      5  2.4E-06   5.3 0/0 4A
+  7707.04 |    7706.970* C  IV      405832729      6  3.8E-06   2.6 0/0 4A
+  7706.96 |    7707.290  Cr II     1612224868      6  1.3E-06 -12.8 4/0 7 
+  7707.04 |    7707.430  C  III     404798494    262  2.4E-06 -15.3 0/0 5 
   7706.82 |    7707.380  Mg I       805431307      6  2.8E-05 -21.8 1/0 6 
   7706.96 |    7707.790  Cr II     1612210534      6  1.3E-06 -32.2 4/0 * 
   7706.82 |    7708.000  S  I      1073901642      4  8.2E-06 -46.0 2/0 * 
   7706.96 |    7708.825  O  I       537060502    263  4.4E-04 -72.5 4/0 8 
   7706.93 |    7708.839 [Fe I]     1744843777     56  2.0E-05 -74.1 4/2 6  8347.573 -81.0 8231.578 -86.1
   7706.82 | >  7710.781 [Fe II]    1745905677     39  4.0E-03-154.2 7/1 0< 8228.104-158.5

Observed Line:  7725.40  3.0E-04  S/N:     2.15 FWHM:  39.5
   7721.16 |    7720.300  Mn II     1679242568      5  4.5E-07  33.6 */0 8 
+  7721.16 |    7720.600  Mn II     1679241543      5  4.5E-07  21.9 8/0 7 
+  7721.02 |    7720.712  Fe I      1745258633      8  6.9E-07  12.0 */1 5A 7959.143   9.1
+  7721.02 |    7720.844  Fe I      1745416359      8  5.9E-07   6.9 6/1 5A 7995.063  47.0
+  7721.24 |    7721.290  Ne III     673312873    262  7.8E-07  -2.0 5/0 6C
+  7721.02 |    7721.330  Cr I      1610793037      6  8.2E-07 -12.0 */0 6C
+  7721.16 |    7721.800  Fe II     1746433377      6  2.2E-06 -24.7 5/0 7 
   7721.16 |    7721.940  Cr II     1612100912      6  1.6E-06 -30.1 3/0 8 
   7721.16 |    7722.100  Mn II]    1678894170     21  4.1E-07 -36.4 7/0 8 
   7721.16 |    7722.232* K  I      1275120644      7  4.5E-07 -41.5 0/0 7 
   7721.16 |    7722.310  Cr III    1612837980      6  5.1E-07 -44.5 4/0 9 
   7721.24 |    7722.400  N  III     472102094    261  7.2E-07 -45.1 1/0 8 
   7721.02 |    7722.200 [Cr II]    1611733014     54  3.4E-04 -45.8 5/0 7 
   7721.24 |    7722.480$ O  II      538095699      6  2.8E-06 -48.2 0/0 7 
   7721.02 |    7722.500 [Co II]    1813012491     54  3.8E-04 -57.5 4/1 7  7839.350 -66.4
   7721.02 |    7722.590* Mg I       805434380      6  2.8E-05 -61.0 0/0 7 
   7721.02 |    7722.900  Cr I      1610820694      6  7.3E-07 -73.0 3/0 * 
   7721.02 |    7723.000  S  I      1073901643      4  8.2E-06 -76.9 2/0 9 
   7721.02 |    7723.000  Cr I      1610793038      6  8.2E-07 -76.9 */0 * 
   7721.02 |    7723.160  Cr I      1610779717      6  8.4E-07 -83.1 4/1 9  7640.000 -93.1
   7721.02 |    7723.207  Fe I      1744914449      8  3.5E-06 -84.9 1/0 9 
   7721.02 |    7723.310  C  I       402804760    262  1.9E-04 -88.9 4/1 7  7726.840 -88.6
   7721.16 |    7723.470  Al II      873568291    262  4.9E-06 -89.6 1/0 8 
   7721.24 |    7723.730$ O  II      538095700      6  2.8E-06 -96.7 0/0 8 
   7721.24 |    7723.760$ O  II      538094676      6  2.8E-06 -97.9 0/0 8 
   7721.16 |    7723.760$ Ar I      1207968770      8  2.3E-06-100.8 0/0 8 
   7721.24 |    7724.000  C  IV      405833755      5  3.8E-06-107.2 0/0 7 
   7721.02 |    7723.930  Fe I      1745679577      8  5.3E-07-113.0 1/0 9 
   7721.16 |    7724.140$ S  II     1074994295      6  2.6E-05-115.6 0/0 7 
   7721.16 |    7724.207$ Ar I      1207973892      8  2.2E-06-118.2 0/0 8 
   7721.02 |    7724.080  C  I       402804761    262  1.9E-04-118.8 3/1 7  7727.620-118.8
   7721.16 |    7724.350  S  II     1074943063    262  2.6E-05-123.7 1/0 8 
   7721.02 | >  7726.840  C  I       402803736    262  1.9E-04-225.9 5/0 0<

Observed Line:  7728.94  2.0E-04  S/N:    44.16 FWHM:  31.8
   7724.78 |    7724.000  C  IV      405833755      5  3.8E-06  30.2 0/0 7 
   7724.56 |    7723.930  Fe I      1745679577      8  5.3E-07  24.4 1/0 9 
   7724.78 |    7724.200  S  V      1077993520    261  2.5E-07  22.4 3/0 9 
   7724.70 |    7724.140$ S  II     1074994295      6  2.6E-05  21.8 0/0 5D
   7724.70 |    7724.207$ Ar I      1207973892      8  2.2E-06  19.2 0/0 6 
   7724.56 |    7724.080  C  I       402804761    262  1.9E-04  18.6 3/0 7 
   7724.70 |    7724.350  S  II     1074943063    262  2.6E-05  13.7 1/0 5D
+  7724.56 |    7724.457$ Fe I      1745663187      7  5.4E-07   3.9 0/0 4B
+  7724.70 |    7724.626$ Ne I       671132687    647  6.0E-05   3.0 0/0 2A
+  7724.70 |    7724.669  Fe II]    1745959989     23  1.2E-05   1.3 4/0 5D
+  7724.70 |    7724.730  Cr II     1612381632      6  9.7E-07  -1.1 4/0 6 
+  7724.56 |    7724.816$ Fe I      1745639630      7  5.4E-07 -10.0 0/0 5D
+  7724.70 |    7725.000$ N  II      471038078      5  3.6E-07 -11.6 0/0 5D
   7724.67 |    7725.046 [S  I]     1073746948     55  1.8E-04 -14.5 0/0 4B
   7724.70 |    7725.200  Mn II]    1678878802     22  5.0E-07 -19.3 2/0 9 
   7724.56 |    7725.200$ Si I       939707418      6  4.9E-07 -24.9 0/0 8 
   7724.78 |    7725.900  C  IV      405834780      5  3.8E-06 -43.6 0/0 7 
   7724.78 |    7726.050  O  VIII    544327792      6  2.9E-05 -49.4 0/0 6 
   7724.56 |    7725.920  Co I      1812025372      6  2.8E-07 -52.9 0/0 8 
   7724.56 | >  7726.840  C  I       402803736    262  1.9E-04 -88.6 5/1 0< 7723.310 -88.9

Observed Line:  7744.14  1.3E-03  S/N:     3.20 FWHM:  62.8
+  7739.89 |    7739.508  Fe II     1746130095      7  1.4E-05  15.0 5/0 7 
+  7739.97 |    7740.000  O  VI      542162985      3  1.8E-05  -1.2 0/0 4B
+  7739.97 |    7740.000  O  VI      542164010      3  1.8E-05  -1.2 0/0 3A
+  7739.97 |    7740.000  O  VI      542161962      3  1.8E-05  -1.2 0/0 4B
+  7739.97 |    7740.000  O  VI      542162987      3  1.8E-05  -1.2 0/0 4B
+  7739.97 |    7740.000  O  VI      542161960      3  1.8E-05  -1.2 0/0 4B
+  7739.75 |    7740.000  S  I      1073901644      4  8.2E-06  -9.7 1/0 6 
+  7739.75 |    7740.140 [Fe II]    1745903627     38  4.3E-03 -15.1 3/0 4B
   7739.97 |    7740.800$ O  III     539143306      5  5.6E-06 -32.2 0/0 7 
   7739.75 |    7741.000  S  I      1073906792      4  8.2E-06 -48.4 0/0 8 
   7739.89 |    7742.040  Mn II     1678905440      6  1.2E-05 -83.2 4/0 * 
   7739.97 | >  7743.430$ O  II      538091603      6  2.8E-06-134.1 0/0 0<

Observed Line:  7755.34  2.1E-02  S/N:    23.57 FWHM:  32.9
   7750.94 |    7750.450 [Cr II]    1611682820     38  2.0E-03  19.1 7/0 7D
   7750.94 |    7750.610 [Cr II]    1611705358     54  8.6E-04  12.9 */0 6B
+  7751.09 |    7751.100 [Ar III]   1210060802     37  1.8E-04  -0.5 1/1 2A 7135.800  -2.3
   7751.16 |    7751.500$ O  III     539141258      5  5.6E-06 -13.0 0/0 6B
   7751.09 |    7751.600  N  I       470046780      5  5.9E-05 -19.8 3/0 8 
   7751.09 |    7751.640  Fe II     1746433378      6  2.2E-06 -21.4 4/0 9 
   7750.94 | >  7752.820 [Cr II]    1611681796     38  2.0E-03 -72.6 8/0 0<

Observed Line:  7773.07  1.5E-03  S/N:    14.28 FWHM:  21.9
   7768.88 |    7767.900 [Fe V]     1749046278     37  7.3E-06  38.0 1/0 8 
   7768.66 |    7768.000  S  I      1073913970      4  8.2E-06  25.6 0/0 6 
   7768.81 |    7768.330 [Cr III]   1612763176     54  4.4E-05  18.4 2/1 5D 7817.340   5.0
+  7768.78 |    7768.550  Ti I      1476676721      6  1.4E-07   8.9 8/0 7 
+  7768.66 |    7768.620  Mn I      1678240989      6  1.2E-07   1.7 3/0 6 
+  7768.66 |    7768.626$ Cl I      1140932621      7  1.6E-07   1.5 0/0 4A
+  7768.66 |    7768.630 [Co II]    1813031968     54  7.3E-05   1.3 5/0 4A
+  7768.81 |    7768.950  Ni II     1880191050      6  2.4E-07  -5.5 2/0 6 
+  7768.81 |    7768.970  Co II     1813207187      6  4.1E-07  -6.3 2/0 7 
   7768.81 |    7769.140  Mn II]    1678957690     22  1.1E-07 -12.8 */0 8 
   7768.66 |    7769.000$ Cl I      1141178551      4  1.6E-07 -13.0 0/0 6 
   7768.81 |    7769.210$ S  II     1074987110      6  2.6E-05 -15.5 0/0 4A
   7768.66 |    7769.163$ Cl I      1140915208      7  1.6E-07 -19.3 0/0 7 
   7768.66 |    7769.260  Mn I      1678027864      6  1.6E-07 -23.0 4/0 9 
   7768.81 |    7769.410  Cr II     1612136777      6  1.4E-06 -23.3 7/0 8 
   7768.66 |    7769.820  Mn I      1678027865      6  1.6E-07 -44.7 4/0 * 
   7768.78 |    7770.130  Ti I      1476766877      6  8.1E-08 -52.1 7/1 9  7791.620 -48.6
   7768.88 | >  7771.760  C  III     404810795    262  2.4E-06-111.0 2/0 0<

Observed Line:  7786.40  1.2E-03  S/N:     6.77 FWHM:  41.0
   7781.99 |    7781.500$ Cl I      1141207150      5  1.6E-07  18.7 0/0 6 
   7782.13 |    7781.670  Fe II]    1746411882     22  3.1E-08  17.8 */1 7  8217.170   8.1
   7782.13 |    7781.690  Cr II     1611829362      6  2.9E-05  17.0 5/0 6 
   7782.21 |    7781.850$ O  II      538088531      6  2.8E-06  13.7 0/0 5 
+  7782.13 |    7781.880  Fe II]    1746428261     22  3.0E-08   9.7 5/0 7 
+  7782.13 |    7782.070$ Ni II     1880446161      6  6.3E-08   2.3 0/0 4B
+  7782.13 |    7782.090$ Ni II     1880531183      6  6.2E-08   1.6 0/0 4B
+  7782.21 |    7782.190$ O  II      538087507      6  2.8E-06   0.6 0/0 3A
+  7782.21 |    7782.200 [Cu VI]    1951419400     53  7.8E-08   0.3 1/0 5 
+  7781.99 |    7782.000$ Cl I      1141178558      4  1.6E-07  -0.5 0/0 4B
+  7781.99 |    7782.025  Fe I      1745440942      8  5.9E-07  -1.5 7/0 5 
+  7781.99 |    7782.140  Mn I      1678223580      6  1.2E-07  -5.9 2/0 6 
+  7781.99 |    7782.180  Mn I      1677947976      6  1.7E-07  -7.5 */1 6  7790.800 -21.5
   7782.13 |    7782.570$ Ni II     1880491246      6  6.2E-08 -16.9 0/0 6 
   7781.99 |    7782.540  Mn I      1678235869      6  1.2E-07 -21.4 3/0 9 
   7781.99 |    7782.547  Fe I      1745691882      8  5.2E-07 -21.6 1/0 7 
   7782.13 |    7782.800  Fe II     1746431336      6  2.2E-06 -25.8 4/0 8 
